Title,Price,answer,brand,model_name,CPU,RAM,disk_space,GPU
"LENOVO IdeaPad Duet 3i, Convertible, mit 11,5 Zoll Display Touchscreen, Intel® N-Series N200 Prozessor, 4 GB RAM, 128 GB Flash, Intel® UHD Graphics, Abyss Blue, Windows 11 Home S-Modus (64 Bit)","509,00€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""IdeaPad Duet 3i"",
        ""CPU"": ""Intel® N-Series N200"",
        ""RAM"": 4,
        ""disk space"": ""128 GB"",
        ""GPU"": ""Intel® UHD Graphics""
    }
]
```",LENOVO,IdeaPad Duet 3i,Intel® N-Series N200,4,128 GB,Intel® UHD Graphics
"LENOVO LOQ 15AHP9, Gaming Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 7,8845HS Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Luna Grey, Windows 11 Home (64 Bit)","1399,00€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""LOQ 15AHP9"",
        ""CPU"": ""AMD Ryzen™ 7,8845HS"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",LENOVO,LOQ 15AHP9,"AMD Ryzen™ 7,8845HS",16,1 TB,NVIDIA GeForce RTX™ 4060
"GIGABYTE AORUS 17, Gaming Notebook, mit 17,3 Zoll Display, Intel® Core™ i7,i7 -13620H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 (64 Bit)","1799,00€","```json
[
    {
        ""brand"": ""GIGABYTE"",
        ""model name"": ""AORUS 17"",
        ""CPU"": ""Intel® Core™ i7-13620H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",GIGABYTE,AORUS 17,Intel® Core™ i7-13620H,16,1 TB,NVIDIA GeForce RTX™ 4070
"GIGABYTE AORUS 17X, Gaming Notebook, mit 17,3 Zoll Display, Intel® Core™ i9,i9-14900HX Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4090, Midnight Grey, Windows 11 Home (64 Bit)","3799,00€","```json
[
    {
        ""brand"": ""GIGABYTE"",
        ""model name"": ""AORUS 17X"",
        ""CPU"": ""Intel® Core™ i9,i9-14900HX"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4090""
    }
]
```",GIGABYTE,AORUS 17X,"Intel® Core™ i9,i9-14900HX",32,1 TB,NVIDIA GeForce RTX™ 4090
"ACER Aspire 5 (A517-53-70AN) mit Tastaturbeleuchtung, Notebook, mit 17,3 Zoll Display, Intel® Core™ i7,12650H  Prozessor, 32 GB RAM, 1 TB SSD, Intel® UHD Graphics, Steel Gray, Windows 11 Home (64 Bit)","999,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Aspire 5 (A517-53-70AN)"",
        ""CPU"": ""Intel® Core™ i7,12650H"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® UHD Graphics""
    }
]
```",ACER,Aspire 5 (A517-53-70AN),"Intel® Core™ i7,12650H",32,1 TB,Intel® UHD Graphics
"ASUS Vivobook Go 15 E510KA-EJ225WS, inkl. 1 Jahr Microsoft 365 Single, Notebook, mit 15,6 Zoll Display, Intel® Celeron®,N4500 Prozessor, 4 GB RAM, 128 GB eMMC, Intel® HD Graphics, Star Black, Windows 11 Home S-Modus (64 Bit)","299,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""Vivobook Go 15 E510KA-EJ225WS"",
        ""CPU"": ""Intel® Celeron®,N4500"",
        ""RAM"": 4,
        ""disk space"": ""128 GB"",
        ""GPU"": ""Intel® HD Graphics""
    }
]
```",ASUS,Vivobook Go 15 E510KA-EJ225WS,"Intel® Celeron®,N4500",4,128 GB,Intel® HD Graphics
"APPLE MacBook Pro (2023), Notebook mit 14 Zoll Display, Apple M3 Pro Chip, 18 GB RAM, 14-Core GPU, 512 GB SSD, Silber","2499,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Pro (2023)"",
        ""CPU"": ""Apple M3 Pro"",
        ""RAM"": 18,
        ""disk space"": ""512 GB"",
        ""GPU"": ""14-Core GPU""
    }
]
```",APPLE,MacBook Pro (2023),Apple M3 Pro,18,512 GB,14-Core GPU
"ACER Chromebook Spin 511 (R753TN-C6TK), Chromebook, mit 11,6 Zoll Display Touchscreen, Intel® Celeron®,N5100 Prozessor, 4 GB RAM, 32 GB eMMC, Intel® UHD Graphics, Schwarz, Google Chrome OS","199,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Chromebook Spin 511 (R753TN-C6TK)"",
        ""CPU"": ""Intel® Celeron®,N5100"",
        ""RAM"": 4,
        ""disk space"": ""32 GB eMMC"",
        ""GPU"": ""Intel® UHD Graphics""
    }
]
```",ACER,Chromebook Spin 511 (R753TN-C6TK),"Intel® Celeron®,N5100",4,32 GB eMMC,Intel® UHD Graphics
"APPLE MacBook Air (2020), Notebook mit 13,3 Zoll Display, Apple M1 Prozessor, 8 GB RAM, 256 GB SSD, M1, Space Grau","1129,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Air (2020)"",
        ""CPU"": ""Apple M1"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": null
    }
]
```",APPLE,MacBook Air (2020),Apple M1,8,256 GB,
"APPLE MacBook Air (2024), MRXT3D/A, Notebook, mit 13,6 Zoll Display, M3 Prozessor, 8 GB RAM, 256 GB SSD, Polarstern, macOS","1299,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Air (2024)"",
        ""CPU"": ""M3"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": null
    }
]
```",APPLE,MacBook Air (2024),M3,8,256 GB,
"HUAWEI Matebook 14, Notebook, mit 14,2 Zoll Display Touchscreen, Intel® Core™ Ultra 5,125H Prozessor, 16 GB RAM, 512 GB SSD, Intel® Arc® GPU, Space Gray, Windows 11 Home (64 Bit)","1099,00€","```json
[
    {
        ""brand"": ""HUAWEI"",
        ""model name"": ""Matebook 14"",
        ""CPU"": ""Intel® Core™ Ultra 5,125H"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Arc® GPU""
    }
]
```",HUAWEI,Matebook 14,"Intel® Core™ Ultra 5,125H",16,512 GB,Intel® Arc® GPU
"APPLE MacBook Air (2024), MXD43D/A, Notebook, mit 15,3 Zoll Display, Apple M3, 16 GB RAM, 512 GB SSD, Apple M3, Mitternacht, macOS","2059,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Air (2024)"",
        ""CPU"": ""Apple M3"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": null
    }
]
```",APPLE,MacBook Air (2024),Apple M3,16,512 GB,
"LENOVO IdeaPad Duet 3, inkl. Lenovo USI Pen 2, 2-in-1 Chromebook, mit 11 Zoll Display, Qualcomm -,7c Prozessor, 4 GB RAM, 128 GB eMMC, Qualcomm Adreno™ Onboard Graphics, Storm Grey, Google Chrome OS","399,00€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""IdeaPad Duet 3"",
        ""CPU"": ""Qualcomm Snapdragon 7c"",
        ""RAM"": 4,
        ""disk space"": ""128 GB eMMC"",
        ""GPU"": ""Qualcomm Adreno™ Onboard Graphics""
    }
]
```",LENOVO,IdeaPad Duet 3,Qualcomm Snapdragon 7c,4,128 GB eMMC,Qualcomm Adreno™ Onboard Graphics
"MICROSOFT Surface Laptop, Copilot+ PC, 7. Edition, Copilot+ PC, mit 13,8 Zoll Display Touchscreen, Qualcomm Snapdragon X Plus, 16 GB RAM, 256 GB SSD, Qualcomm Adreno™ Onboard Graphics, Platin, Windows 11 Home (64 Bit)","1199,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Laptop, Copilot+ PC, 7. Edition"",
        ""CPU"": ""Qualcomm Snapdragon X Plus"",
        ""RAM"": 16,
        ""disk space"": ""256 GB"",
        ""GPU"": ""Qualcomm Adreno™ Onboard Graphics""
    }
]
```",MICROSOFT,"Surface Laptop, Copilot+ PC, 7. Edition",Qualcomm Snapdragon X Plus,16,256 GB,Qualcomm Adreno™ Onboard Graphics
"ASUS Vivobook Go 15 E1504FA-BQ659W, Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 5,7520U Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon™ 610M, Schwarz, Windows 11 Home (64 Bit)","529,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""Vivobook Go 15 E1504FA-BQ659W"",
        ""CPU"": ""AMD Ryzen™ 5,7520U"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""AMD Radeon™ 610M""
    }
]
```",ASUS,Vivobook Go 15 E1504FA-BQ659W,"AMD Ryzen™ 5,7520U",8,512 GB,AMD Radeon™ 610M
"ASUS ROG Zephyrus G14 GA402NV-N2027W, Gaming Notebook, mit 14 Zoll Display, AMD Ryzen™ 7,7735HS Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Schwarz/Grau, Windows 11 Home (64 Bit)","1799,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Zephyrus G14 GA402NV-N2027W"",
        ""CPU"": ""AMD Ryzen™ 7 7735HS"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",ASUS,ROG Zephyrus G14 GA402NV-N2027W,AMD Ryzen™ 7 7735HS,16,1 TB,NVIDIA GeForce RTX™ 4060
"ASUS ROG Strix G17 G713PI-LL005W, Notebook, mit 17,3 Zoll Display, AMD Ryzen™ 9,7945HX  Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Schwarz/Grau, Windows 11 Home (64 Bit)","2499,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Strix G17 G713PI-LL005W"",
        ""CPU"": ""AMD Ryzen™ 9,7945HX"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",ASUS,ROG Strix G17 G713PI-LL005W,"AMD Ryzen™ 9,7945HX",32,1 TB,NVIDIA GeForce RTX™ 4070
"GIGABYTE G6X, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ i7,i7-13650HX  Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Schwarz, Windows 11 (64 Bit)","1349,00€","```json
[
    {
        ""brand"": ""GIGABYTE"",
        ""model name"": ""G6X"",
        ""CPU"": ""Intel® Core™ i7-13650HX"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",GIGABYTE,G6X,Intel® Core™ i7-13650HX,16,1 TB,NVIDIA GeForce RTX™ 4060
"HP 17-cp0377ng, Notebook, mit 17,3 Zoll Display, AMD Ryzen™ 7,5700U Prozessor, 16 GB RAM, 1 TB SSD, AMD Radeon™ Onboard Graphics, Silber, Windows 11 Home (64 Bit)","698,99€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""17-cp0377ng"",
        ""CPU"": ""AMD Ryzen™ 7 5700U"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",HP,17-cp0377ng,AMD Ryzen™ 7 5700U,16,1 TB,AMD Radeon™ Onboard Graphics
"ACER Nitro V15 (ANV15-41-R2ZS) mit 144 Hz Display & Tastaturbeleuchtung, Gaming Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 7,7735HS Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Obsidian Black, Windows 11 Home (64 Bit)","1299,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Nitro V15 (ANV15-41-R2ZS)"",
        ""CPU"": ""AMD Ryzen™ 7,7735HS"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",ACER,Nitro V15 (ANV15-41-R2ZS),"AMD Ryzen™ 7,7735HS",16,1 TB,NVIDIA GeForce RTX™ 4060
"ASUS VivoBook 17X M1703QA-AU056W, Notebook, mit 17,3 Zoll Display, AMD Ryzen™ 9,5900HX Prozessor, 16 GB RAM, 1 TB SSD, AMD Radeon™ Onboard Graphics, Blau, Windows 11 Home (64 Bit)","1099,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""VivoBook 17X M1703QA-AU056W"",
        ""CPU"": ""AMD Ryzen™ 9,5900HX"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",ASUS,VivoBook 17X M1703QA-AU056W,"AMD Ryzen™ 9,5900HX",16,1 TB,AMD Radeon™ Onboard Graphics
"MICROSOFT Surface Laptop, Copilot+ PC, 7. Edition, Copilot+ PC, mit 15 Zoll Display Touchscreen, Qualcomm Snapdragon X Elite, 16 GB RAM, 256 GB SSD, Qualcomm Adreno™ Onboard Graphics, Platin, Windows 11 Home (64 Bit)","1549,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Laptop, Copilot+ PC, 7. Edition"",
        ""CPU"": ""Qualcomm Snapdragon X Elite"",
        ""RAM"": 16,
        ""disk space"": ""256 GB"",
        ""GPU"": ""Qualcomm Adreno™ Onboard Graphics""
    }
]
```",MICROSOFT,"Surface Laptop, Copilot+ PC, 7. Edition",Qualcomm Snapdragon X Elite,16,256 GB,Qualcomm Adreno™ Onboard Graphics
"LENOVO IdeaPad Slim 5i, Slim Notebook, mit 16 Zoll Display, Intel® Core™ i7,i7-13620H Prozessor, 16 GB RAM, 1 TB SSD, Intel® UHD Graphics, Cloud Grey, Windows 11 Home (64 Bit)","919,00€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""IdeaPad Slim 5i"",
        ""CPU"": ""Intel® Core™ i7, i7-13620H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® UHD Graphics""
    }
]
```",LENOVO,IdeaPad Slim 5i,"Intel® Core™ i7, i7-13620H",16,1 TB,Intel® UHD Graphics
"ASUS ROG Zephyrus G16 GU605MI-QR044W, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ Ultra 9,185H Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Schwarz/Grau, Windows 11 Home (64 Bit)","2649,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Zephyrus G16 GU605MI-QR044W"",
        ""CPU"": ""Intel® Core™ Ultra 9,185H"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",ASUS,ROG Zephyrus G16 GU605MI-QR044W,"Intel® Core™ Ultra 9,185H",32,1 TB,NVIDIA GeForce RTX™ 4070
"MSI PRESTIGE 16 AI STUDIO B1VG-008, Notebook, mit 16 Zoll Display, Intel® Core™ Ultra 9,Core 9 Ultra Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Stellar Gray, Windows 11 Home (64 Bit)","2799,00€","```json
[
    {
        ""brand"": ""MSI"",
        ""model name"": ""PRESTIGE 16 AI STUDIO B1VG-008"",
        ""CPU"": ""Intel® Core™ Ultra 9,Core 9 Ultra"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",MSI,PRESTIGE 16 AI STUDIO B1VG-008,"Intel® Core™ Ultra 9,Core 9 Ultra",32,1 TB,NVIDIA GeForce RTX™ 4070
"APPLE MacBook Air (2024), MRXN3D/A, Notebook, mit 13,6 Zoll Display, M3 Prozessor, 8 GB RAM, 256 GB SSD, Space Grau, macOS","1299,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Air (2024)"",
        ""CPU"": ""M3"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": null
    }
]
```",APPLE,MacBook Air (2024),M3,8,256 GB,
"APPLE MacBook Air (2024), MRYU3D/A, Notebook, mit 15,3 Zoll Display, M3 Prozessor, 8 GB RAM, 256 GB SSD, Mitternacht, macOS","1599,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Air (2024)"",
        ""CPU"": ""M3"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": null
    }
]
```",APPLE,MacBook Air (2024),M3,8,256 GB,
"APPLE MacBook Pro (2023), Notebook mit 14 Zoll Display, Apple M3 Pro Chip, 18 GB RAM, 14-Core GPU, 512 GB SSD, Space Schwarz","2499,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Pro (2023)"",
        ""CPU"": ""Apple M3 Pro"",
        ""RAM"": 18,
        ""disk space"": ""512 GB"",
        ""GPU"": ""14-Core GPU""
    }
]
```",APPLE,MacBook Pro (2023),Apple M3 Pro,18,512 GB,14-Core GPU
"APPLE MacBook Air (2024), MXCR3D/A, Notebook, mit 13,6 Zoll Display, M3 Prozessor, 16 GB RAM, 512 GB SSD, Space Grau, macOS","1759,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Air (2024)"",
        ""CPU"": ""M3"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": null
    }
]
```",APPLE,MacBook Air (2024),M3,16,512 GB,
"APPLE MacBook Air (2024), MRXU3D/A, Notebook, mit 13,6 Zoll Display, M3 Prozessor, 8 GB RAM, 512 GB SSD, Polarstern, macOS","1529,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Air (2024)"",
        ""CPU"": ""M3"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": null
    }
]
```",APPLE,MacBook Air (2024),M3,8,512 GB,
"HP Laptop 15s-fq5333ng, Notebook, mit 15,6 Zoll Display, Intel® Core™ i3,i3-1215U Prozessor, 8 GB RAM, 512 GB SSD, Intel® UHD Graphics, Natursilber, Windows 11 Home (64 Bit)","499,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""Laptop 15s-fq5333ng"",
        ""CPU"": ""Intel® Core™ i3,i3-1215U"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® UHD Graphics""
    }
]
```",HP,Laptop 15s-fq5333ng,"Intel® Core™ i3,i3-1215U",8,512 GB,Intel® UHD Graphics
"HUAWEI MateBook D16 2024, Notebook, mit 16 Zoll Display, Intel® Core™ i5,i5-13420H Prozessor, 16 GB RAM, 1 TB SSD, Intel® UHD Graphics, Space Gray, Windows 11 Home (64 Bit)","999,00€","```json
[
    {
        ""brand"": ""HUAWEI"",
        ""model name"": ""MateBook D16 2024"",
        ""CPU"": ""Intel® Core™ i5-13420H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® UHD Graphics""
    }
]
```",HUAWEI,MateBook D16 2024,Intel® Core™ i5-13420H,16,1 TB,Intel® UHD Graphics
"MICROSOFT Surface Laptop, Copilot+ PC, 7. Edition, Copilot+ PC, mit 13,8 Zoll Display Touchscreen, Qualcomm Snapdragon X Plus, 16 GB RAM, 512 GB SSD, Qualcomm Adreno™ Onboard Graphics, Graphit, Windows 11 Home (64 Bit)","1449,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Laptop, Copilot+ PC, 7. Edition"",
        ""CPU"": ""Qualcomm Snapdragon X Plus"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Qualcomm Adreno™ Onboard Graphics""
    }
]
```",MICROSOFT,"Surface Laptop, Copilot+ PC, 7. Edition",Qualcomm Snapdragon X Plus,16,512 GB,Qualcomm Adreno™ Onboard Graphics
"MICROSOFT Surface Pro, Copilot+ PC, 11. Edition, Convertible, mit 13 Zoll Display, Qualcomm Snapdragon X Plus, 16 GB RAM, 512 GB SSD, Qualcomm Adreno™ Onboard Graphics, Saphirblau, Windows 11 Home (64 Bit)","1449,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Pro, Copilot+ PC, 11. Edition"",
        ""CPU"": ""Qualcomm Snapdragon X Plus"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Qualcomm Adreno™ Onboard Graphics""
    }
]
```",MICROSOFT,"Surface Pro, Copilot+ PC, 11. Edition",Qualcomm Snapdragon X Plus,16,512 GB,Qualcomm Adreno™ Onboard Graphics
"APPLE MacBook Pro (2023), Notebook mit 16 Zoll Display, Apple M3 Pro Chip, 36 GB RAM, 18-Core GPU  512 GB SSD, Space Schwarz","3459,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Pro (2023)"",
        ""CPU"": ""Apple M3 Pro"",
        ""RAM"": 36,
        ""disk space"": ""512 GB"",
        ""GPU"": ""18-Core GPU""
    }
]
```",APPLE,MacBook Pro (2023),Apple M3 Pro,36,512 GB,18-Core GPU
"ASUS Vivobook S 15 S5507QA-MA006W, Copilot+ PC, Copilot+ PC, mit 15,6 Zoll Display, Qualcomm Snapdragon X Elite,X1E Prozessor, 16 GB RAM, 1 TB SSD, Qualcomm Adreno™ Onboard Graphics, Cool Silver, Windows 11 Home (64 Bit)","1299,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""Vivobook S 15 S5507QA-MA006W"",
        ""CPU"": ""Qualcomm Snapdragon X Elite,X1E"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Qualcomm Adreno™ Onboard Graphics""
    }
]
```",ASUS,Vivobook S 15 S5507QA-MA006W,"Qualcomm Snapdragon X Elite,X1E",16,1 TB,Qualcomm Adreno™ Onboard Graphics
"ACER Aspire 3 (A315-58-59FM), Notebook, mit 15,6 Zoll Display, Intel® Core™ i5,i5-1135G7 Prozessor, 8 GB RAM, 512 GB SSD, Intel® Iris® Xe, Pure Silver, Windows 11 Home (64 Bit)","499,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Aspire 3 (A315-58-59FM)"",
        ""CPU"": ""Intel® Core™ i5,i5-1135G7"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",ACER,Aspire 3 (A315-58-59FM),"Intel® Core™ i5,i5-1135G7",8,512 GB,Intel® Iris® Xe
"APPLE MacBook Air (2024), MRYP3D/A, Notebook, mit 15,3 Zoll Display, M3 Prozessor, 8 GB RAM, 256 GB SSD, Silber, macOS","1599,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Air (2024)"",
        ""CPU"": ""M3"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": null
    }
]
```",APPLE,MacBook Air (2024),M3,8,256 GB,
"ACER Chromebook 315 (CB315-3HT-P440), Chromebook, mit 15,6 Zoll Display Touchscreen, Intel® Pentium®,N5000 Prozessor, 4 GB RAM, 128 GB eMMC, Intel® UHD 605, Pure Silver, Google Chrome OS","519,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Chromebook 315 (CB315-3HT-P440)"",
        ""CPU"": ""Intel® Pentium®,N5000"",
        ""RAM"": 4,
        ""disk space"": ""128 GB eMMC"",
        ""GPU"": ""Intel® UHD 605""
    }
]
```",ACER,Chromebook 315 (CB315-3HT-P440),"Intel® Pentium®,N5000",4,128 GB eMMC,Intel® UHD 605
"MICROSOFT Surface Laptop Go 3, Notebook, mit 12,45 Zoll Display Touchscreen, Intel® Core™ i5,i5-1235U Prozessor, 8 GB RAM, 256 GB SSD, Intel® Iris® Xe, Eisblau, Windows 11 Home (64 Bit)","859,99€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Laptop Go 3"",
        ""CPU"": ""Intel® Core™ i5,i5-1235U"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",MICROSOFT,Surface Laptop Go 3,"Intel® Core™ i5,i5-1235U",8,256 GB,Intel® Iris® Xe
"APPLE MacBook Air (2024), MRYQ3D/A, Notebook, mit 15,3 Zoll Display, M3 Prozessor, 8 GB RAM, 512 GB SSD, Silber, macOS","1829,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Air (2024)"",
        ""CPU"": ""M3"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": null
    }
]
```",APPLE,MacBook Air (2024),M3,8,512 GB,
"HP 15s-fq5356ng, Notebook, mit 15,6 Zoll Display, Intel® Core™ i5,i5-1235U Prozessor, 16 GB RAM, 1 TB SSD, Intel® Iris® Xe, Silber, Windows 11 Home (64 Bit)","699,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""15s-fq5356ng"",
        ""CPU"": ""Intel® Core™ i5,i5-1235U"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",HP,15s-fq5356ng,"Intel® Core™ i5,i5-1235U",16,1 TB,Intel® Iris® Xe
"MEDION AKOYA® E16423, Notebook, mit 16 Zoll Display, Intel® Core™ i7,i7-1195G7 Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe, Silber, Windows 11 Home (64 Bit)","749,00€","```json
[
    {
        ""brand"": ""MEDION"",
        ""model name"": ""AKOYA® E16423"",
        ""CPU"": ""Intel® Core™ i7,i7-1195G7"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",MEDION,AKOYA® E16423,"Intel® Core™ i7,i7-1195G7",16,512 GB,Intel® Iris® Xe
"LENOVO LOQ 15AHP9, Gaming-Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 5,8645HS Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4050, Luna Grey, Windows 11 Home (64 Bit)","1049,00€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""LOQ 15AHP9"",
        ""CPU"": ""AMD Ryzen™ 5,8645HS"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4050""
    }
]
```",LENOVO,LOQ 15AHP9,"AMD Ryzen™ 5,8645HS",16,512 GB,NVIDIA GeForce RTX™ 4050
"MICROSOFT Surface Laptop Go 3, Notebook, mit 12,45 Zoll Display Touchscreen, Intel® Core™ i5,i5-1235U Prozessor, 16 GB RAM, 256 GB SSD, Intel® Iris® Xe, Salbei, Windows 11 Home (64 Bit)","1149,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Laptop Go 3"",
        ""CPU"": ""Intel® Core™ i5,i5-1235U"",
        ""RAM"": 16,
        ""disk space"": ""256 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",MICROSOFT,Surface Laptop Go 3,"Intel® Core™ i5,i5-1235U",16,256 GB,Intel® Iris® Xe
